Core,filename,position_mm,core_depth_cm,depth_cm,Group,Guano_Zone,Guano_sum,min,max,median,mean,mean_2s_range,sed_rate,surface,validity,Egain,Eoffset,Fslope,Foffset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Sc,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,Ga,As,Se,Br,Rb,Sr,Y,Zr,Sn,Cs,Ba,Ta,W,Ir,Pt,Au,Hg,Pb,Th,U,D1,S1,S2,S3,Mo_inc,Mo_coh
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001540.spe,308.01,30.72,30.72,Unit 7,YAN FW,1,4452.67,4805.84,4626.65,4630.79,176.585,0.011049724,6.67,1,0.018351,-0.011556,0.00758,0.106728,30241.48047,1.37,20,18,113,11,70,9,62,288,2370,0,1776,41,78,713,68338,294,0,232,86,40,38,28,486,190,1787,0,941,0,0,16,511,902,119,342,156,157,58,0,65,289,389,23,0,27654,6966
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001541.spe,308.21,30.74,30.74,Unit 7,YAN FW,1,4456.18,4806.63,4628.77,4632.6,175.225,0.011049724,6.67,1,0.018351,-0.011556,0.00758,0.106728,30340.03906,1.35,24,11,118,0,61,7,67,252,2828,0,1844,99,42,797,68481,438,0,331,65,4,0,0,441,64,1746,9,941,0,0,12,522,880,148,412,181,207,139,0,0,189,196,0,2.95E+15,27417,6835
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001542.spe,308.41,30.76,30.76,Unit 7,YAN FW,1,4459.73,4807.07,4630.87,4634.41,173.67,0.011111111,6.67,1,0.018351,-0.011556,0.00758,0.106728,30044.6875,1.34,0,14,99,0,66,0,68,328,2582,0,1794,148,48,676,66601,426,0,298,166,0,0,57,621,135,1858,0,918,0,0,0,458,934,247,389,127,240,116,24,37,198,337,0,0,27178,6995
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001543.spe,308.61,30.78,30.78,Unit 7,YAN FW,1,4463.2,4807.64,4632.47,4636.21,172.22,0.011049724,6.67,1,0.018351,-0.011556,0.00758,0.106728,30803.45508,1.35,16,23,89,13,50,9,58,293,2653,0,1847,70,51,699,69847,279,0,329,132,0,0,8,516,161,1811,41,893,0,0,0,531,852,165,441,347,177,98,0,0,302,357,0,0,27734,6804
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001544.spe,308.81,30.8,30.8,Unit 7,YAN FW,1,4466.69,4808.09,4634.77,4638.02,170.7,0.011049724,6.67,1,0.018351,-0.011556,0.00758,0.106728,31521.21875,1.34,10,0,101,6,80,19,69,313,2669,0,1891,145,54,729,72957,363,0,377,145,0,7,0,500,75,1839,31,735,0,0,0,665,976,344,445,268,329,13,74,0,257,399,0,3.02E+15,27622,6817
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001545.spe,309.01,30.82,30.82,Unit 7,YAN FW,1,4470.32,4808.76,4636.5,4639.83,169.22,0.011049724,6.67,1,0.018351,-0.011556,0.00758,0.106728,32509.05469,1.37,0,0,85,10,64,17,100,362,3300,11,2334,133,101,858,80283,260,0,502,147,55,0,82,560,190,1780,33,873,6,0,0,618,1033,151,361,218,178,164,228,0,249,460,0,3.26E+15,27787,6716
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001546.spe,309.21,30.84,30.84,Unit 7,YAN FW,1,4473.87,4809.28,4638.16,4641.64,167.705,0.011111111,6.68,1,0.018351,-0.011556,0.00758,0.106728,32879.75,1.49,0,13,143,14,69,0,81,439,3890,0,2550,99,21,1004,87222,219,0,417,140,145,99,0,650,173,1822,0,843,0,0,0,644,996,150,402,142,204,11,0,8,514,477,0,1.65E+15,26576,6724
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001547.spe,309.41,30.86,30.86,Unit 7,YAN FW,1,4477.28,4809.73,4639.85,4643.44,166.225,0.011049724,6.68,1,0.018351,-0.011556,0.00758,0.106728,31797.50195,1.3,19,29,139,19,93,9,105,435,3493,12,2463,137,64,909,81380,269,0,330,109,45,0,0,445,73,1723,89,960,0,0,0,606,921,182,296,207,125,101,0,0,401,406,12,0,25960,6398
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001548.spe,309.61,30.88,30.88,Unit 7,YAN FW,1,4480.61,4810.32,4641.77,4645.25,164.855,0.011049724,6.68,1,0.018351,-0.011556,0.00758,0.106728,30251.17773,1.34,16,16,102,14,63,0,96,327,3022,0,1982,123,36,676,69811,257,0,344,112,0,0,0,549,201,1700,0,933,0,0,8,569,989,180,339,168,119,37,36,0,245,314,0,1.79E+15,27000,6717
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001549.spe,309.81,30.9,30.9,Unit 7,YAN FW,1,4483.7,4810.79,4643.59,4647.06,163.545,0.011111111,6.68,1,0.018351,-0.011556,0.00758,0.106728,29108.33984,1.64,8,0,78,0,80,0,74,294,2286,0,1747,61,36,638,58854,250,0,308,97,81,80,44,423,92,1534,0,773,0,0,0,500,976,122,331,232,163,79,69,0,15,266,0,3.00E+15,27438,6845
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001550.spe,310.01,30.92,30.92,Unit 7,YAN FW,1,4486.43,4811.46,4645.37,4648.86,162.515,0.011049724,6.68,1,0.018351,-0.011556,0.00758,0.106728,29350.52344,1.47,4,29,103,11,60,0,118,272,2317,0,1685,70,42,683,61493,308,0,252,123,0,0,34,476,38,1672,0,862,0,0,0,559,931,317,386,242,245,220,24,0,123,319,18,0,27079,6737
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001551.spe,310.21,30.94,30.94,Unit 7,YAN FW,1,4489.4,4811.86,4647.31,4650.67,161.23,0.011049724,6.68,1,0.018351,-0.011556,0.00758,0.106728,29870.79688,1.33,0,7,68,10,72,0,79,271,2325,0,1670,113,45,717,65865,449,0,437,154,54,85,85,573,148,1666,0,990,10,0,19,517,897,254,388,258,241,21,0,0,162,197,6,0,27233,6916
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001552.spe,310.41,30.96,30.96,Unit 7,YAN FW,1,4492.71,4812.23,4649.32,4652.48,159.76,0.011111111,6.67,1,0.018351,-0.011556,0.00758,0.106728,29985.79688,1.34,16,0,81,12,42,0,95,268,2315,0,1624,114,58,716,64240,443,0,445,184,0,59,0,557,65,1679,0,934,0,0,10,563,954,173,390,210,215,79,189,31,146,199,0,0,27399,6912
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001553.spe,310.61,30.98,30.98,Unit 7,YAN FW,1,4496.2,4812.75,4651.2,4654.28,158.275,0.011049724,6.67,1,0.018351,-0.011556,0.00758,0.106728,29988.39648,1.54,0,0,79,6,67,15,95,264,2258,0,1634,129,0,693,63675,403,0,388,146,65,30,56,436,244,1759,0,952,0,0,0,636,1055,175,337,218,184,154,24,0,281,204,5,3.79E+15,27491,6830
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001554.spe,310.81,31,31,Unit 7,YAN FW,1,4499.84,4813.02,4653.24,4656.09,156.59,0.011049724,6.67,1,0.018351,-0.011556,0.00758,0.106728,30641.76367,1.66,14,9,92,24,57,25,108,284,2547,0,1895,125,64,750,70624,275,0,373,185,10,150,17,509,194,1774,52,936,17,0,0,630,989,223,395,198,149,0,0,0,326,323,10,0,26979,6911
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001555.spe,311.01,31.02,31.02,Unit 7,YAN FW,1,4502.93,4813.68,4655.45,4657.9,155.375,0.011111111,6.67,1,0.018351,-0.011556,0.00758,0.106728,31152.13672,1.27,17,13,114,13,73,10,104,362,3263,0,2222,85,86,795,77208,259,0,375,34,0,132,4,373,154,1769,0,946,10,0,35,659,971,196,312,261,160,15,38,18,280,354,0,0,26266,6761
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001556.spe,311.21,31.04,31.04,Unit 7,YAN FW,1,4505.71,4814.14,4657.74,4659.7,154.215,0.011049724,6.67,1,0.018351,-0.011556,0.00758,0.106728,30193.78516,1.3,8,0,93,0,60,0,98,347,3294,0,2157,85,73,776,74029,362,0,345,225,51,0,18,456,106,1832,39,825,0,0,0,519,1010,143,305,157,200,163,6,74,198,327,0,1.44E+15,26043,6618
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001557.spe,311.41,31.06,31.06,Unit 7,YAN FW,1,4508.71,4814.74,4659.63,4661.51,153.015,0.011049724,6.67,1,0.018351,-0.011556,0.00758,0.106728,29241.13281,1.27,23,14,121,4,69,22,106,339,2811,0,1996,95,59,714,68051,560,0,325,105,0,22,37,291,174,1810,59,1070,0,0,4,541,927,119,372,192,254,128,0,110,386,103,15,1.12E+15,25713,6339
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001558.spe,311.61,31.08,31.08,Unit 7,YAN FW,1,4511.81,4815.03,4661.71,4663.32,151.61,0.011049724,6.67,1,0.018351,-0.011556,0.00758,0.106728,28915.15039,1.47,0,13,97,21,69,32,89,271,2578,0,1674,94,12,760,67646,403,0,355,222,0,39,95,357,106,1926,0,868,9,0,10,502,933,204,313,184,178,84,0,0,224,273,6,3.70E+15,25419,6393
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001559.spe,311.81,31.1,31.1,Unit 7,YAN FW,1,4515.07,4815.7,4663.61,4665.13,150.315,0.011111111,6.67,1,0.018351,-0.011556,0.00758,0.106728,29269.53125,1.5,0,0,87,0,71,18,81,252,2607,0,1816,156,39,701,69137,359,0,346,157,56,16,78,409,119,1806,0,1100,0,0,0,610,947,135,319,255,148,56,0,0,357,201,0,2.60E+15,25707,6481
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001560.spe,312.01,31.12,31.12,Unit 7,YAN FW,1,4517.67,4816.37,4665.7,4666.93,149.35,0.011049724,6.66,1,0.018351,-0.011556,0.00758,0.106728,28715.15625,1.29,24,34,84,17,75,15,79,240,2570,0,1614,145,45,729,65933,409,0,348,139,0,0,0,363,149,1917,0,919,0,0,16,573,921,166,357,137,199,87,67,0,230,280,0,2.30E+15,25185,6721
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001561.spe,312.21,31.14,31.14,Unit 7,YAN FW,1,4520.56,4817.26,4667.71,4668.74,148.35,0.011049724,6.66,1,0.018351,-0.011556,0.00758,0.106728,27549.61328,1.58,0,10,48,0,55,9,77,178,1824,4,1411,105,32,681,58745,374,0,333,101,0,0,0,514,141,1822,0,988,11,0,0,513,867,260,328,186,166,112,0,0,146,245,6,3.20E+15,25664,6732
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001562.spe,312.41,31.16,31.16,Unit 7,YAN FW,1,4523.3,4818.12,4669.65,4670.55,147.41,0.011111111,6.66,1,0.018351,-0.011556,0.00758,0.106728,28304.97266,1.27,29,31,86,0,66,23,100,237,2332,0,1512,136,41,752,62013,533,0,376,89,0,19,33,386,189,1878,13,964,0,0,5,535,931,265,435,231,228,127,74,0,144,223,14,0,25694,6493
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001563.spe,312.61,31.18,31.18,Unit 7,YAN FW,1,4526.6,4818.82,4671.71,4672.35,146.11,0.011049724,6.66,1,0.018351,-0.011556,0.00758,0.106728,29091.73633,1.39,25,15,58,16,75,0,83,249,2421,0,1657,93,65,711,67731,439,0,362,136,0,74,0,414,100,1830,0,727,0,0,13,447,928,148,511,292,117,100,0,0,259,186,0,1.68E+15,25568,6459
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001564.spe,312.81,31.2,31.2,Unit 7,YAN FW,1,4529.39,4819.51,4673.52,4674.16,145.06,0.011049724,6.66,1,0.018351,-0.011556,0.00758,0.106728,30057.58789,1.27,0,0,75,0,45,0,64,229,2370,0,1627,105,5,746,72913,629,0,355,138,0,49,159,302,201,1772,51,689,0,0,0,632,1038,232,389,216,274,176,99,0,373,236,9,0,25787,6357
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001565.spe,313.01,31.22,31.22,Unit 7,YAN FW,1,4532.01,4820.37,4675.05,4675.97,144.18,0.011111111,6.66,1,0.018351,-0.011556,0.00758,0.106728,31104.33984,1.4,18,11,99,0,54,0,64,362,3214,0,2312,214,16,873,82538,271,0,344,192,0,30,0,387,231,1604,0,820,0,0,0,470,930,216,425,238,156,154,0,39,371,314,5,0,25367,6115
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001566.spe,313.21,31.24,31.24,Unit 7,YAN FW,1,4534.94,4821.13,4676.92,4677.77,143.095,0.011049724,6.66,1,0.018351,-0.011556,0.00758,0.106728,30262.68164,1.45,6,17,95,0,101,0,83,291,2821,0,1970,76,49,741,73911,219,0,415,106,45,0,14,319,190,1568,0,706,5,0,29,595,1016,164,346,207,240,124,0,0,363,462,0,0,25745,6238
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001567.spe,313.41,31.26,31.26,Unit 7,YAN FW,1,4537.86,4821.91,4678.93,4679.58,142.025,0.011049724,6.65,1,0.018351,-0.011556,0.00758,0.106728,31168.03125,1.33,10,0,88,0,105,0,78,273,3034,0,2019,127,50,795,80171,345,0,449,96,0,47,10,397,251,1619,0,814,0,0,34,636,984,295,328,302,225,32,0,0,482,385,0,2.60E+15,25305,6162
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001568.spe,313.61,31.28,31.28,Unit 7,YAN FW,1,4540.09,4822.71,4681.15,4681.39,141.31,0.011111111,6.65,1,0.018351,-0.011556,0.00758,0.106728,30951.44727,1.57,17,22,100,31,63,0,117,351,3462,0,2162,120,67,909,82017,167,0,382,177,0,13,80,362,208,1608,0,773,0,0,27,542,1028,223,414,157,104,145,80,0,346,367,0,0,24751,6303
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001569.spe,313.81,31.3,31.3,Unit 7,YAN FW,1,4542.44,4823.54,4682.78,4683.19,140.55,0.011049724,6.65,1,0.018351,-0.011556,0.00758,0.106728,29786.50586,1.32,15,28,87,15,64,0,85,325,3024,0,1938,198,46,744,77125,276,0,203,106,0,0,72,383,70,1602,0,831,0,0,18,642,919,210,344,124,188,154,0,0,344,264,9,0,24790,6367
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001570.spe,314.01,31.32,31.32,Unit 7,YAN FW,1,4544.24,4824.48,4684.6,4685,140.12,0.011049724,6.65,1,0.018351,-0.011556,0.00758,0.106728,29274.03125,1.28,0,0,78,0,80,0,100,312,2676,0,1834,205,86,777,74739,188,0,322,152,15,0,9,498,168,1750,120,1005,18,0,0,636,929,119,316,283,181,125,72,0,265,435,4,2.83E+15,24601,6172
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001571.spe,314.21,31.34,31.34,Unit 7,YAN FW,1,4546.57,4825.32,4686.22,4686.81,139.375,0.011049724,6.65,1,0.018351,-0.011556,0.00758,0.106728,29042.54102,1.36,0,0,60,0,53,0,104,308,2922,0,1888,168,50,796,72563,235,0,471,147,0,17,97,446,174,1845,77,910,0,0,32,549,955,174,301,138,181,33,113,69,277,430,9,2.48E+15,24131,6094
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001572.spe,314.41,31.36,31.36,Unit 7,YAN FW,1,4548.59,4825.87,4688,4688.62,138.64,0.011111111,6.65,1,0.018351,-0.011556,0.00758,0.106728,28963.54297,1.3,0,0,78,0,82,12,103,315,3100,0,1947,153,45,742,73902,285,0,429,103,104,0,0,196,163,1839,0,789,6,0,0,441,918,167,366,240,240,153,0,0,213,357,6,0,23805,6132
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001573.spe,314.61,31.38,31.38,Unit 7,YAN FW,1,4550.97,4826.58,4690.08,4690.42,137.805,0.011049724,6.65,1,0.018351,-0.011556,0.00758,0.106728,28627.96484,1.5,8,16,73,0,70,0,104,271,2615,0,1877,115,86,715,72852,303,0,428,182,28,0,0,461,110,1810,0,776,0,0,0,410,959,161,449,215,214,302,90,51,101,348,0,2.19E+15,23570,5928
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001574.spe,314.81,31.4,31.4,Unit 7,YAN FW,1,4553.38,4827.51,4691.95,4692.23,137.065,0.011049724,6.64,1,0.018351,-0.011556,0.00758,0.106728,28151.10352,1.41,9,14,76,0,53,9,93,245,2530,18,1784,120,56,694,69202,283,0,346,80,0,18,34,266,135,1893,0,899,0,0,0,526,949,238,325,182,197,62,25,0,182,338,12,0,23983,6349
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001575.spe,315.01,31.42,31.42,Unit 7,YAN FW,1,4555.68,4828.19,4693.65,4694.04,136.255,0.011111111,6.64,1,0.018351,-0.011556,0.00758,0.106728,28622.26758,1.42,35,17,98,8,64,20,103,281,2804,0,1848,134,21,765,71512,225,0,261,157,9,6,0,546,236,1787,0,990,0,0,0,594,910,152,381,201,74,119,0,0,181,364,21,0,23585,6323
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001576.spe,315.21,31.44,31.44,Unit 7,YAN FW,1,4557.68,4829.23,4695.69,4695.84,135.775,0.011049724,6.64,1,0.018351,-0.011556,0.00758,0.106728,29894.59961,1.31,20,30,96,14,73,0,94,276,3180,0,2257,119,87,810,81564,142,0,261,131,0,57,68,341,258,2013,0,883,28,0,0,616,909,185,172,156,224,64,91,79,282,475,12,1.41E+15,23247,6173
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001577.spe,315.41,31.46,31.46,Unit 7,YAN FW,1,4559.49,4830.53,4697.34,4697.65,135.52,0.011049724,6.64,1,0.018351,-0.011556,0.00758,0.106728,29894.79883,1.39,22,18,80,27,100,15,92,328,3133,0,2049,122,58,860,80288,409,0,347,99,8,142,51,238,224,1858,0,899,4,0,0,561,953,169,400,146,168,8,0,34,452,255,0,2.79E+15,22840,6310
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001578.spe,315.61,31.48,31.48,Unit 7,YAN FW,1,4561.42,4831.81,4698.98,4699.46,135.195,0.011111111,6.64,1,0.018351,-0.011556,0.00758,0.106728,30320.17773,1.46,11,16,69,6,62,0,98,330,3084,0,2076,159,77,808,85327,358,0,338,131,0,0,33,435,146,2250,0,1116,10,0,6,553,1006,158,280,202,147,107,0,23,543,368,0,2.10E+15,22614,6253
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001579.spe,315.81,31.5,31.5,Unit 7,YAN FW,1,4563.22,4832.86,4701.22,4701.26,134.82,0.011049724,6.64,1,0.018351,-0.011556,0.00758,0.106728,31064.23633,1.35,0,0,134,0,107,0,101,336,3730,7,2515,165,32,958,93190,251,0,345,81,0,0,0,319,380,1969,18,870,0,0,0,507,1008,165,419,136,190,194,35,16,493,433,7,0,21825,6067
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001580.spe,316.01,31.52,31.52,Unit 7,YAN FW,1,4565.13,4833.77,4702.73,4703.07,134.32,0.011049724,6.63,1,0.018351,-0.011556,0.00758,0.106728,30004.89453,1.38,0,0,114,0,112,0,111,342,3847,7,2537,142,64,938,91133,235,0,252,165,35,0,49,273,108,1899,76,874,0,0,0,543,931,155,293,67,118,86,18,0,308,372,12,1.36E+15,20877,5837
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001581.spe,316.21,31.54,31.54,Unit 7,YAN FW,1,4567.57,4834.52,4704.49,4704.88,133.475,0.011111111,6.63,1,0.018351,-0.011556,0.00758,0.106728,28617.66016,1.25,0,0,106,7,85,27,111,297,3535,0,2254,82,43,878,83756,163,0,242,142,71,0,0,386,298,1924,84,966,14,0,18,533,934,131,308,139,95,207,60,11,279,425,0,1.44E+15,20788,5933
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001582.spe,316.41,31.56,31.56,Unit 7,YAN FW,1,4569.06,4835.17,4706.32,4706.68,133.055,0.011049724,6.64,1,0.018351,-0.011556,0.00758,0.106728,28701.35742,1.45,0,16,99,19,110,10,98,338,3482,0,2342,106,36,791,85733,313,0,265,193,0,0,25,162,296,1784,0,807,0,0,0,575,951,217,222,190,179,117,0,44,459,331,18,3.20E+15,20238,5796
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001583.spe,316.61,31.58,31.58,Unit 7,YAN FW,1,4571.16,4836.51,4708.17,4708.49,132.675,0.011049724,6.64,1,0.018351,-0.011556,0.00758,0.106728,28804.05469,1.32,10,28,127,0,62,6,81,350,3772,0,2504,113,78,925,87393,315,0,327,181,0,75,0,71,97,2073,56,799,0,0,0,488,996,162,273,32,180,108,0,69,325,419,7,1.55E+15,20357,6064
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001584.spe,316.81,31.6,31.6,Unit 7,YAN FW,1,4573.42,4837.6,4709.58,4710.3,132.09,0.011049724,6.64,1,0.018351,-0.011556,0.00758,0.106728,28435.56836,1.28,9,12,152,11,47,33,111,402,3892,0,2357,115,55,822,85432,286,0,231,192,0,0,0,184,175,2091,56,853,11,0,43,494,841,204,355,167,153,69,0,0,321,310,5,0,20130,6120
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001585.spe,317.01,31.62,31.62,Unit 7,YAN FW,1,4575.58,4838.36,4711.16,4712.11,131.39,0.011111111,6.64,1,0.018351,-0.011556,0.00758,0.106728,27686.91016,1.34,0,25,140,0,85,0,128,343,3626,0,2504,117,60,923,80101,221,0,354,223,0,8,91,262,204,2078,91,982,19,0,0,405,948,167,326,120,149,85,60,17,227,436,7,0,19958,6263
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001586.spe,317.21,31.64,31.64,Unit 7,YAN FW,1,4577.39,4839.88,4713.25,4713.91,131.245,0.011049724,6.63,1,0.018351,-0.011556,0.00758,0.106728,27526.01758,1.31,8,9,110,0,61,27,74,343,3499,0,2384,121,37,844,78533,232,5,331,278,82,82,82,139,194,1981,0,907,0,0,0,472,839,163,334,173,145,38,0,33,437,389,0,0,20155,6070
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001587.spe,317.41,31.66,31.66,Unit 7,YAN FW,1,4578.7,4841.05,4715.02,4715.72,131.175,0.011049724,6.63,1,0.018351,-0.011556,0.00758,0.106728,27441.02344,1.32,5,12,131,6,54,23,137,341,3610,0,2356,77,44,870,77570,370,0,233,165,0,24,81,166,232,2057,0,948,0,0,0,444,901,176,287,192,206,0,46,13,294,274,18,2.85E+15,19928,6193
YAN 8A-I_200um,C:\Data\ITRAX\YAN_Aug 2013_Mo-Tube_Reanalysed_USE\200 & 100 micron data\YAN 8A-1 200 um\XRF data\L001588.spe,317.61,31.68,31.68,Unit 7,YAN FW,1,4580.32,4842.77,4716.66,4717.53,131.225,0.011111111,6.63,1,0.018351,-0.011556,0.00758,0.106728,27720.60742,1.26,25,13,107,19,56,6,119,340,3427,0,2452,72,62,865,79735,222,0,247,140,12,33,0,246,146,2178,56,836,9,0,0,398,965,165,266,24,52,0,0,0,389,424,7,1.58E+15,20236,6078
